ID,Nom,Renvoi dans lettre no
#10569,"Tempelaere, Gustave",1896_04
#7494,"Vélasquez, Diego",1896_04
#10349,"Dubourg, Charlotte",1896_05
#11949,"Dubourg, Hélène",1896_05
#10351,"Dubourg, Victoria",1896_05
#1127,"Fantin-Latour, Henri",1896_05
#5917,Millais,1896_05
#10543,"Scholderer, Luise Philippine Conradine",1896_05
#6708,"Scholderer, Otto",1896_05
#10358,"Edwards, Ruth",1896_06
#1127,"Fantin-Latour, Henri",1896_06
#10543,"Scholderer, Luise Philippine Conradine",1896_06
#6708,"Scholderer, Otto",1896_06
#10349,"Dubourg, Charlotte",1896_07
#10351,"Dubourg, Victoria",1896_07
#10358,"Edwards, Ruth",1896_07
#1127,"Fantin-Latour, Henri",1896_07
#12218,"Hegar, Ernst Ludwig",1896_07
#11826,"Leighton, Frederick",1896_07
#5917,Millais,1896_07
#10543,"Scholderer, Luise Philippine Conradine",1896_07
#6708,"Scholderer, Otto",1896_07
#12197,"Scholderer, Viktor",1896_07
#10349,"Dubourg, Charlotte",1896_08
#10351,"Dubourg, Victoria",1896_08
#1127,"Fantin-Latour, Henri",1896_08
#12218,"Hegar, Ernst Ludwig",1896_08
#10543,"Scholderer, Luise Philippine Conradine",1896_08
#6708,"Scholderer, Otto",1896_08
#10349,"Dubourg, Charlotte",1896_09
#1127,"Fantin-Latour, Henri",1896_09
#5917,Millais,1896_09
#10543,"Scholderer, Luise Philippine Conradine",1896_09
#6708,"Scholderer, Otto",1896_09
#12197,"Scholderer, Viktor",1896_09
#10351,"Dubourg, Victoria",1896_10
#10358,"Edwards, Ruth",1896_10
#1127,"Fantin-Latour, Henri",1896_10
#10543,"Scholderer, Luise Philippine Conradine",1896_10
#6708,"Scholderer, Otto",1896_10
#12239,"Way, Thomas",1896_10
#12240,"Way, Thomas-Robert",1896_10
#1079,"Whistler, James Abbott MacNeill",1896_10
#1163,"Chardin, Jean-Baptiste Siméon",1896_11
#1116,"Courbet, Gustave",1896_11
#10349,"Dubourg, Charlotte",1896_11
#10351,"Dubourg, Victoria",1896_11
#10358,"Edwards, Ruth",1896_11
#7791,"Etty, William",1896_11
#1127,"Fantin-Latour, Henri",1896_11
#10368,"Fantin-Latour, Marie",1896_11
#10417,"Janovski, Sonia",1896_11
#4810,"Lawrence, Thomas",1896_11
#11826,"Leighton, Frederick",1896_11
#5917,Millais,1896_11
#10490,"Orchardson, William Quiller",1896_11
#10503,"Poynter, Edward James",1896_11
#10507,"Prinsep, Valentine Cameron",1896_11
#3442,"Romney, George",1896_11
#10543,"Scholderer, Luise Philippine Conradine",1896_11
#6708,"Scholderer, Otto",1896_11
#12197,"Scholderer, Viktor",1896_11
#7494,"Vélasquez, Diego",1896_11
#10349,"Dubourg, Charlotte",1896_12
#1127,"Fantin-Latour, Henri",1896_12
#12211,"Janovski, Marie",1896_12
#10417,"Janovski, Sonia",1896_12
#11826,"Leighton, Frederick",1896_12
#10503,"Poynter, Edward James",1896_12
#10543,"Scholderer, Luise Philippine Conradine",1896_12
#6708,"Scholderer, Otto",1896_12
#12197,"Scholderer, Viktor",1896_12
#5445,Burne-Jones,1897_01
#10336,"Deschamps, Charles W.",1897_01
#10349,"Dubourg, Charlotte",1897_01
#10351,"Dubourg, Victoria",1897_01
#10358,"Edwards, Ruth",1897_01
#1127,"Fantin-Latour, Henri",1897_01
#10540,"Scholderer, Emil",1897_01
#10542,"Scholderer, Ida",1897_01
#10543,"Scholderer, Luise Philippine Conradine",1897_01
#6708,"Scholderer, Otto",1897_01
#12197,"Scholderer, Viktor",1897_01
#286,"Thoma, Hans",1897_01
#10351,"Dubourg, Victoria",1897_02
#10358,"Edwards, Ruth",1897_02
#1127,"Fantin-Latour, Henri",1897_02
#5917,Millais,1897_02
#10543,"Scholderer, Luise Philippine Conradine",1897_02
#6708,"Scholderer, Otto",1897_02
#12197,"Scholderer, Viktor",1897_02
#5307,Bertin,1898_01
#3372,"Constable, John",1898_01
#10349,"Dubourg, Charlotte",1898_01
#10351,"Dubourg, Victoria",1898_01
#10358,"Edwards, Ruth",1898_01
#1127,"Fantin-Latour, Henri",1898_01
#7427,"Ingres, Jean-Auguste-Dominique",1898_01
#1086,"Manet, Edouard",1898_01
#5917,Millais,1898_01
#3079,"Reynolds, Joshua",1898_01
#10543,"Scholderer, Luise Philippine Conradine",1898_01
#6708,"Scholderer, Otto",1898_01
#12197,"Scholderer, Viktor",1898_01
#4657,"Turner, Joseph Mallord William",1898_01
#5307,Bertin,1898_02
#10349,"Dubourg, Charlotte",1898_02
#10351,"Dubourg, Victoria",1898_02
#10358,"Edwards, Ruth",1898_02
#1127,"Fantin-Latour, Henri",1898_02
#5917,Millais,1898_02
#6708,"Scholderer, Otto",1898_02
#12197,"Scholderer, Viktor",1898_02
#12241,"Senonnes, Madame",1898_02
#4399,"Aeschylos,",1898_03
#2314,"Balzac, Honoré de",1898_03
#640,"Corot, Jean-Baptiste Camille",1898_03
#10349,"Dubourg, Charlotte",1898_03
#2033,"Dürer, Albrecht",1898_03
#10362,"Euripide,",1898_03
#1127,"Fantin-Latour, Henri",1898_03
#8312,"Holbein, Hans",1898_03
#1216,"Hugo, Victor",1898_03
#7427,"Ingres, Jean-Auguste-Dominique",1898_03
#5579,Michel Ange,1898_03
#5917,Millais,1898_03
#8343,Raffael,1898_03
#10543,"Scholderer, Luise Philippine Conradine",1898_03
#6708,"Scholderer, Otto",1898_03
#10557,"Sophocle,",1898_03
#10344,"Dreyfus, Alfred",1898_04
#10351,"Dubourg, Victoria",1898_04
#1127,"Fantin-Latour, Henri",1898_04
#10543,"Scholderer, Luise Philippine Conradine",1898_04
#6708,"Scholderer, Otto",1898_04
#12197,"Scholderer, Viktor",1898_04
#2480,"Zola, Emile",1898_04
#5445,Burne-Jones,1898_05
#10349,"Dubourg, Charlotte",1898_05
#10351,"Dubourg, Victoria",1898_05
#10358,"Edwards, Ruth",1898_05
#1127,"Fantin-Latour, Henri",1898_05
#10449,"Maître, Edmond",1898_05
#1086,"Manet, Edouard",1898_05
#2106,Millet,1898_05
#10543,"Scholderer, Luise Philippine Conradine",1898_05
#6708,"Scholderer, Otto",1898_05
#12197,"Scholderer, Viktor",1898_05
#1079,"Whistler, James Abbott MacNeill",1898_05
#290,"Dreyfus, Albert",1898_06
#10349,"Dubourg, Charlotte",1898_06
#10351,"Dubourg, Victoria",1898_06
#1127,"Fantin-Latour, Henri",1898_06
#12209,"Maître, Léon",1898_06
#6708,"Scholderer, Otto",1898_06
#12197,"Scholderer, Viktor",1898_06
#2101,Zola,1898_06
#10349,"Dubourg, Charlotte",1898_07
#10351,"Dubourg, Victoria",1898_07
#10358,"Edwards, Ruth",1898_07
#1127,"Fantin-Latour, Henri",1898_07
#11820,"Müller, Otto-Victor",1898_07
#8316,Rembrandt,1898_07
#10542,"Scholderer, Ida",1898_07
#10543,"Scholderer, Luise Philippine Conradine",1898_07
#6708,"Scholderer, Otto",1898_07
#12197,"Scholderer, Viktor",1898_07
#286,"Thoma, Hans",1898_07
#10351,"Dubourg, Victoria",1899_01
#10358,"Edwards, Ruth",1899_01
#1127,"Fantin-Latour, Henri",1899_01
#8316,Rembrandt,1899_01
#1336,"Rethel, Alfred",1899_01
#10536,"Schierholz, Mlle",1899_01
#6708,"Scholderer, Otto",1899_01
#12197,"Scholderer, Viktor",1899_01
#286,"Thoma, Hans",1899_01
#10351,"Dubourg, Victoria",1899_02
#10358,"Edwards, Ruth",1899_02
#1127,"Fantin-Latour, Henri",1899_02
#10543,"Scholderer, Luise Philippine Conradine",1899_02
#6708,"Scholderer, Otto",1899_02
#12197,"Scholderer, Viktor",1899_02
#286,"Thoma, Hans",1899_02
#10351,"Dubourg, Victoria",1899_03
#10358,"Edwards, Ruth",1899_03
#1127,"Fantin-Latour, Henri",1899_03
#1080,"Lenbach, Franz Seraph von",1899_03
#6708,"Scholderer, Otto",1899_03
#42,"Spier, Anna",1899_03
#10351,"Dubourg, Victoria",1899_04
#10358,"Edwards, Ruth",1899_04
#1127,"Fantin-Latour, Henri",1899_04
#10543,"Scholderer, Luise Philippine Conradine",1899_04
#6708,"Scholderer, Otto",1899_04
#12197,"Scholderer, Viktor",1899_04
#42,"Spier, Anna",1899_04
#290,"Dreyfus, Albert",1899_05
#10349,"Dubourg, Charlotte",1899_05
#10351,"Dubourg, Victoria",1899_05
#10358,"Edwards, Ruth",1899_05
#12242,"Eiser, Madame",1899_05
#10347,"Eiser, Otto",1899_05
#1127,"Fantin-Latour, Henri",1899_05
#10543,"Scholderer, Luise Philippine Conradine",1899_05
#6708,"Scholderer, Otto",1899_05
#12197,"Scholderer, Viktor",1899_05
#2088,Thoma,1899_05
#1127,"Fantin-Latour, Henri",1900_01
#10543,"Scholderer, Luise Philippine Conradine",1900_01
#6708,"Scholderer, Otto",1900_01
#12197,"Scholderer, Viktor",1900_01
#286,"Thoma, Hans",1900_01
#10349,"Dubourg, Charlotte",1900_02
#10351,"Dubourg, Victoria",1900_02
#1127,"Fantin-Latour, Henri",1900_02
#10542,"Scholderer, Ida",1900_02
#10543,"Scholderer, Luise Philippine Conradine",1900_02
#6708,"Scholderer, Otto",1900_02
#1127,"Fantin-Latour, Henri",1900_03
#10543,"Scholderer, Luise Philippine Conradine",1900_03
#6708,"Scholderer, Otto",1900_03
#12197,"Scholderer, Viktor",1900_03
#42,"Spier, Anna",1900_03
#286,"Thoma, Hans",1900_03
#10349,"Dubourg, Charlotte",1900_04
#10351,"Dubourg, Victoria",1900_04
#1127,"Fantin-Latour, Henri",1900_04
#4267,Müller,1900_04
#10542,"Scholderer, Ida",1900_04
#10543,"Scholderer, Luise Philippine Conradine",1900_04
#6708,"Scholderer, Otto",1900_04
#12197,"Scholderer, Viktor",1900_04
#42,"Spier, Anna",1900_04
#286,"Thoma, Hans",1900_04
#10349,"Dubourg, Charlotte",1901_01
#10351,"Dubourg, Victoria",1901_01
#10358,"Edwards, Ruth",1901_01
#1127,"Fantin-Latour, Henri",1901_01
#10543,"Scholderer, Luise Philippine Conradine",1901_01
#6708,"Scholderer, Otto",1901_01
#12197,"Scholderer, Viktor",1901_01
#42,"Spier, Anna",1901_01
#10358,"Edwards, Ruth",1901_02
#1127,"Fantin-Latour, Henri",1901_02
#10543,"Scholderer, Luise Philippine Conradine",1901_02
#6708,"Scholderer, Otto",1901_02
#12197,"Scholderer, Viktor",1901_02
#6243,"Cazin, Jean Charles",1901_03
#10351,"Dubourg, Victoria",1901_03
#1127,"Fantin-Latour, Henri",1901_03
#10543,"Scholderer, Luise Philippine Conradine",1901_03
#6708,"Scholderer, Otto",1901_03
#12197,"Scholderer, Viktor",1901_03
#286,"Thoma, Hans",1901_03
#10349,"Dubourg, Charlotte",1901_04
#10351,"Dubourg, Victoria",1901_04
#1127,"Fantin-Latour, Henri",1901_04
#12604,"Schienholz,",1901_04
#10543,"Scholderer, Luise Philippine Conradine",1901_04
#6708,"Scholderer, Otto",1901_04
#12197,"Scholderer, Viktor",1901_04
#1127,"Fantin-Latour, Henri",1901_05
#12211,"Janovski, Marie",1901_05
#10543,"Scholderer, Luise Philippine Conradine",1901_05
#6708,"Scholderer, Otto",1901_05
#10349,"Dubourg, Charlotte",1901_06
#1127,"Fantin-Latour, Henri",1901_06
#10536,"Schierholz, Mlle",1901_06
#10543,"Scholderer, Luise Philippine Conradine",1901_06
#6708,"Scholderer, Otto",1901_06
#12197,"Scholderer, Viktor",1901_06
#10569,"Tempelaere, Gustave",1901_06
#1127,"Fantin-Latour, Henri",1901_07
#6708,"Scholderer, Otto",1901_07
#10349,"Dubourg, Charlotte",1901_08
#10351,"Dubourg, Victoria",1901_08
#1127,"Fantin-Latour, Henri",1901_08
#10543,"Scholderer, Luise Philippine Conradine",1901_08
#6708,"Scholderer, Otto",1901_08
#12197,"Scholderer, Viktor",1901_08
#10351,"Dubourg, Victoria",1902_01
#1127,"Fantin-Latour, Henri",1902_01
#10368,"Fantin-Latour, Marie",1902_01
#10543,"Scholderer, Luise Philippine Conradine",1902_01
#12197,"Scholderer, Viktor",1902_01
