ID,Nom,ULAN 2,Renvoi dans lettre no,Date 1,Pref Bio2 1,Pref Bio2 2,Pref Bio2 3,Pref Bio2 4,Pref Bio2 5,Pref Bio2 6,Pref Bio2 7,Pref Bio2 8,Pref Bio2 9
#10541,"Scholderer, Emilie",,1870_02,1870,,,,,,,,,
#10541,"Scholderer, Emilie",,1871_06,1871,,,,,,,,,
#10541,"Scholderer, Emilie",,1875_12,1875,,,,,,,,,
#10541,"Scholderer, Emilie",,1875_14,1875,,,,,,,,,
#10541,"Scholderer, Emilie",,1878_01,1878,,,,,,,,,
#10541,"Scholderer, Emilie",,1878_08,1878,,,,,,,,,
#10541,"Scholderer, Emilie",,1878_11,1878,,,,,,,,,
#10541,"Scholderer, Emilie",,1878_13,1878,,,,,,,,,
#10541,"Scholderer, Emilie",,1878_14,1878,,,,,,,,,
#10283,"Becker von Worms, Jakob",,1874_03,1874,,,,,,,,,
#1427,"Bach, Johann Sebastian",,1875_17,1875,,,,,,,,,
#10347,"Eiser, Otto",,1878_01,1878,,,,,,,,,
#10347,"Eiser, Otto",,1878_02,1878,,,,,,,,,
#10347,"Eiser, Otto",,1878_11,1878,,,,,,,,,
#10347,"Eiser, Otto",,1878_13,1878,,,,,,,,,
#10347,"Eiser, Otto",,1878_14,1878,,,,,,,,,
#10347,"Eiser, Otto",,1878_15,1878,,,,,,,,,
#5169,Ruskin,,1878_17,1878,,,,,,,,,
#5169,Ruskin,,1878_18,1878,,,,,,,,,
#5169,Ruskin,,1878_19,1878,,,,,,,,,
#1266,"Bracquemond, Felix",,1871_05,1871,,,,,,,,,
#3673,"Duranty, Louis",,1877_05,1877,,,,,,,,,
#3673,"Duranty, Louis",,1878_08,1878,,,,,,,,,
#3673,"Duranty, Louis",,1878_09,1878,,,,,,,,,
#1136,"Dupré, Jules",,1878_07,1878,,,,,,,,,
#10426,"Keene, Charles Samuel",,1871_06,1871,,,,,,,,,
#10426,"Keene, Charles Samuel",,1876_11,1876,,,,,,,,,
#2480,"Zola, Emile",500205256,1876_02,1876,French,novelist,and,"photographer,",1840-1902,,,,
#5445,Burne-Jones,,1877_08,1877,,,,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1871_05,1871,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1871_06,1871,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1871_08,1871,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1872_02,1872,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1872_03,1872,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1872_04,1872,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1873_02,1873,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1873_03,1873,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1873_04,1873,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1873_05,1873,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1874_01,1874,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1874_02,1874,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1874_03,1874,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1874_04,1874,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1874_05,1874,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1874_06,1874,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1874_07,1874,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1874_08,1874,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_01,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_02,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_03,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_04,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_05,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_08,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_09,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_10,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_12,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_13,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_14,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_15,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_16,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_17,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1875_18,1875,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_01,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_02,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_03,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_04,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_05,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_06,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_07,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_08,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_09,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_10,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_11,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_12,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_14,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_15,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_16,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1876_17,1876,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1877_01,1877,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1877_02,1877,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1877_03,1877,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1877_04,1877,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1877_05,1877,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1877_06,1877,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1877_07,1877,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_01,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_02,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_04,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_05,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_06,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_07,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_08,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_09,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_10,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_11,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_12,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_13,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_14,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_15,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_16,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_17,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_18,1878,French,"painter,",1840-1926,,,,,,
#10351,"Fantin-Latour, Victoria",500016701,1878_19,1878,French,"painter,",1840-1926,,,,,,
#11949,"Dubourg, Hélène",,1875_15,1875,,,,,,,,,
#11949,"Dubourg, Hélène",,1875_16,1875,,,,,,,,,
#11949,"Dubourg, Hélène",,1875_17,1875,,,,,,,,,
#11949,"Dubourg, Hélène",,1876_03,1876,,,,,,,,,
#11949,"Dubourg, Hélène",,1876_07,1876,,,,,,,,,
#11949,"Dubourg, Hélène",,1876_08,1876,,,,,,,,,
#11949,"Dubourg, Hélène",,1876_12,1876,,,,,,,,,
#11949,"Dubourg, Hélène",,1877_07,1877,,,,,,,,,
#11949,"Dubourg, Hélène",,1878_01,1878,,,,,,,,,
#11949,"Dubourg, Hélène",,1878_02,1878,,,,,,,,,
#11949,"Dubourg, Hélène",,1878_03,1878,,,,,,,,,
#11949,"Dubourg, Hélène",,1878_13,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1871_03,1871,,,,,,,,,
#10358,"Edwards, Ruth",,1871_05,1871,,,,,,,,,
#10358,"Edwards, Ruth",,1871_06,1871,,,,,,,,,
#10358,"Edwards, Ruth",,1871_08,1871,,,,,,,,,
#10358,"Edwards, Ruth",,1872_01,1872,,,,,,,,,
#10358,"Edwards, Ruth",,1872_02,1872,,,,,,,,,
#10358,"Edwards, Ruth",,1872_04,1872,,,,,,,,,
#10358,"Edwards, Ruth",,1873_02,1873,,,,,,,,,
#10358,"Edwards, Ruth",,1873_04,1873,,,,,,,,,
#10358,"Edwards, Ruth",,1874_02,1874,,,,,,,,,
#10358,"Edwards, Ruth",,1875_01,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_02,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_03,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_04,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_05,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_06,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_08,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_09,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_10,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_11,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_12,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_13,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_16,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_17,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1875_18,1875,,,,,,,,,
#10358,"Edwards, Ruth",,1876_01,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_02,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_03,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_04,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_05,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_06,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_07,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_08,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_10,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_11,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_12,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_14,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_16,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_17,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1876_18,1876,,,,,,,,,
#10358,"Edwards, Ruth",,1877_02,1877,,,,,,,,,
#10358,"Edwards, Ruth",,1877_03,1877,,,,,,,,,
#10358,"Edwards, Ruth",,1877_05,1877,,,,,,,,,
#10358,"Edwards, Ruth",,1877_06,1877,,,,,,,,,
#10358,"Edwards, Ruth",,1877_07,1877,,,,,,,,,
#10358,"Edwards, Ruth",,1877_08,1877,,,,,,,,,
#10358,"Edwards, Ruth",,1877_09,1877,,,,,,,,,
#10358,"Edwards, Ruth",,1878_01,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_02,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_03,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_04,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_05,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_06,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_07,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_08,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_09,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_13,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_14,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_15,1878,,,,,,,,,
#10358,"Edwards, Ruth",,1878_16,1878,,,,,,,,,
#10349,"Dubourg, Charlotte",,1875_11,1875,,,,,,,,,
#10349,"Dubourg, Charlotte",,1875_15,1875,,,,,,,,,
#10349,"Dubourg, Charlotte",,1876_08,1876,,,,,,,,,
#10349,"Dubourg, Charlotte",,1876_12,1876,,,,,,,,,
#10349,"Dubourg, Charlotte",,1877_02,1877,,,,,,,,,
#10349,"Dubourg, Charlotte",,1877_04,1877,,,,,,,,,
#10349,"Dubourg, Charlotte",,1877_06,1877,,,,,,,,,
#10349,"Dubourg, Charlotte",,1877_07,1877,,,,,,,,,
#10349,"Dubourg, Charlotte",,1878_01,1878,,,,,,,,,
#10349,"Dubourg, Charlotte",,1878_02,1878,,,,,,,,,
#10349,"Dubourg, Charlotte",,1878_03,1878,,,,,,,,,
#10349,"Dubourg, Charlotte",,1878_13,1878,,,,,,,,,
#10368,"Fantin-Latour, Marie",,1872_04,1872,,,,,,,,,
#10368,"Fantin-Latour, Marie",,1873_01,1873,,,,,,,,,
#10368,"Fantin-Latour, Marie",,1877_02,1877,,,,,,,,,
#10368,"Fantin-Latour, Marie",,1878_01,1878,,,,,,,,,
#10483,"Morrison, Monsieur",,1873_04,1873,,,,,,,,,
#10539,"Scholderer, Adolphe",,1875_15,1875,,,,,,,,,
#10539,"Scholderer, Adolphe",,1878_11,1878,,,,,,,,,
#4657,"Turner, Joseph Mallord William",500026846,1871_02,1871,English,painter,and,"draftsman,",1775-1851,,,,
#4657,"Turner, Joseph Mallord William",500026846,1878_17,1878,English,painter,and,"draftsman,",1775-1851,,,,
#3372,"Constable, John",,1871_02,1871,,,,,,,,,
