ID,Nom,ULAN 2,Renvoi dans lettre no,Date 1,Pref Bio2 1,Pref Bio2 2,Pref Bio2 3,Pref Bio2 4,Pref Bio2 5,Pref Bio2 6,Pref Bio2 7,Pref Bio2 8,Pref Bio2 9
#1127,"Fantin-Latour, Henri",500025754,1875_12,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_13,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_14,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_15,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_16,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_17,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1875_18,1875,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_01,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_02,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_03,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_04,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_05,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_06,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_07,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_08,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_09,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_10,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_11,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_12,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_13,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_14,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_15,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_16,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_17,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1876_18,1876,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1877_01,1877,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1877_02,1877,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1877_03,1877,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1877_04,1877,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1877_05,1877,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1877_06,1877,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1877_07,1877,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1877_08,1877,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1877_09,1877,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_01,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_02,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_03,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_04,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_05,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_06,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_07,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_08,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_09,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_10,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_11,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_12,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_13,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_14,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_15,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_16,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_17,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_18,1878,French,painter,and,"printmaker,",1836-1904,,,,
#1127,"Fantin-Latour, Henri",500025754,1878_19,1878,French,painter,and,"printmaker,",1836-1904,,,,
#10542,"Scholderer, Ida",,1869_01,1869,German,,,,,,,,
#10542,"Scholderer, Ida",,1870_02,1870,German,,,,,,,,
#10542,"Scholderer, Ida",,1871_06,1871,German,,,,,,,,
#10542,"Scholderer, Ida",,1872_01,1872,German,,,,,,,,
#10542,"Scholderer, Ida",,1875_14,1875,German,,,,,,,,
#10542,"Scholderer, Ida",,1875_15,1875,German,,,,,,,,
#10542,"Scholderer, Ida",,1878_08,1878,German,,,,,,,,
#10542,"Scholderer, Ida",,1878_11,1878,German,,,,,,,,
#10542,"Scholderer, Ida",,1878_13,1878,German,,,,,,,,
#10542,"Scholderer, Ida",,1878_14,1878,German,,,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1869_01,1869,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1869_02,1869,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1870_02,1870,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1870_03,1870,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1870_04,1870,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1871_01,1871,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1871_02,1871,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1871_05,1871,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1871_08,1871,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1872_02,1872,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1872_04,1872,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1873_02,1873,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1873_04,1873,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1873_05,1873,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1874_01,1874,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1874_02,1874,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1874_03,1874,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1874_04,1874,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1874_06,1874,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1874_07,1874,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1874_08,1874,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1875_01,1875,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1875_06,1875,French,"painter,",1805-1872,,,,,,
#10366,"Fantin-Latour, Théodore",500184166,1875_08,1875,French,"painter,",1805-1872,,,,,,
#2314,"Balzac, Honoré de",500277159,1869_01,1869,French,"writer,",1799-1850,,,,,,
#2314,"Balzac, Honoré de",500277159,1876_01,1876,French,"writer,",1799-1850,,,,,,
#2314,"Balzac, Honoré de",500277159,1878_13,1878,French,"writer,",1799-1850,,,,,,
#2314,"Balzac, Honoré de",500277159,1878_14,1878,French,"writer,",1799-1850,,,,,,
#11813,"Fitz James,",,1869_02,1869,,,,,,,,,
#1186,"Napoleon III, Emperor of the French",500248237,1870_02,1870,French,"emperor,",1808-1873,,,,,,
#1186,"Napoleon III, Emperor of the French",500248237,1875_11,1875,French,"emperor,",1808-1873,,,,,,
#10285,"Benedetti, Vincent",,1870_02,1870,,,,,,,,,
#10330,"Graan, Jan de",,1870_02,1870,,,,,,,,,
#10330,"Graan, Jan de",,1870_03,1870,,,,,,,,,
#10330,"Graan, Jan de",,1870_04,1870,,,,,,,,,
#10330,"Graan, Jan de",,1871_02,1871,,,,,,,,,
#10330,"Graan, Jan de",,1871_05,1871,,,,,,,,,
#10278,"Artz, Constant",500076258,1870_02,1870,Dutch,painter,and,"draftsman,",1870-1951,,,,
#10278,"Artz, Constant",500076258,1870_03,1870,Dutch,painter,and,"draftsman,",1870-1951,,,,
#10278,"Artz, Constant",500076258,1870_04,1870,Dutch,painter,and,"draftsman,",1870-1951,,,,
#10278,"Artz, Constant",500076258,1871_02,1871,Dutch,painter,and,"draftsman,",1870-1951,,,,
#10278,"Artz, Constant",500076258,1871_05,1871,Dutch,painter,and,"draftsman,",1870-1951,,,,
#10278,"Artz, Constant",500076258,1871_08,1871,Dutch,painter,and,"draftsman,",1870-1951,,,,
#10278,"Artz, Constant",500076258,1871_09,1871,Dutch,painter,and,"draftsman,",1870-1951,,,,
#10278,"Artz, Constant",500076258,1873_02,1873,Dutch,painter,and,"draftsman,",1870-1951,,,,
#2416,"Bismarck, Otto von",,1870_02,1870,,,,,,,,,
#2416,"Bismarck, Otto von",,1871_01,1871,,,,,,,,,
#2416,"Bismarck, Otto von",,1871_02,1871,,,,,,,,,
#11820,"Müller, Otto-Victor",,1870_02,1870,,,,,,,,,
#11824,"Napoléon, Gerome",,1871_02,1871,,,,,,,,,
#10411,"Hook, James Clarke",,1871_02,1871,,,,,,,,,
#5297,"Eyssen, Louis",,1871_02,1871,,,,,,,,,
#5617,"Favre, Jules",,1871_02,1871,,,,,,,,,
#11822,"Piloty, Karl Theodor von",500030177,1871_02,1871,German,"painter,",1826-1886,,,,,,
#10324,"Crome, John",,1871_02,1871,,,,,,,,,
#10575,"Trochu, Louis Jules",,1871_01,1871,,,,,,,,,
#10575,"Trochu, Louis Jules",,1871_02,1871,,,,,,,,,
#4410,Moltke,,1871_01,1871,,,,,,,,,
#4410,Moltke,,1871_02,1871,,,,,,,,,
#10571,"Thiers, Adolphe",500326911,1871_02,1871,French,"politician,","historic,",and,"critic,",1796-1877,,,
#10571,"Thiers, Adolphe",500326911,1872_04,1872,French,"politician,","historic,",and,"critic,",1796-1877,,,
#10459,"McLean, Thomas",500443337,1871_02,1871,British,print,dealer,and,"publisher,",1788-1875,,,
#10459,"McLean, Thomas",500443337,1871_08,1871,British,print,dealer,and,"publisher,",1788-1875,,,
#10459,"McLean, Thomas",500443337,1874_01,1874,British,print,dealer,and,"publisher,",1788-1875,,,
#10459,"McLean, Thomas",500443337,1874_02,1874,British,print,dealer,and,"publisher,",1788-1875,,,
#10459,"McLean, Thomas",500443337,1878_04,1878,British,print,dealer,and,"publisher,",1788-1875,,,
#5377,Gambetta,,1871_01,1871,,,,,,,,,
#5377,Gambetta,,1871_02,1871,,,,,,,,,
#9347,"Mantegna, Andrea",500004218,1871_04,1871,Italian,"painter,",ca.,1431-1506,,,,,
#8343,Raphael,500023578,1871_04,1871,Italian,"painter,","architect,",1483-1520,,,,,
#1267,"Legros, Alphonse",500013515,1869_02,1869,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1871_01,1871,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1871_02,1871,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1871_04,1871,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1871_05,1871,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1871_09,1871,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1872_02,1872,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1872_04,1872,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1873_02,1873,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1873_04,1873,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1874_05,1874,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1874_06,1874,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1874_07,1874,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1874_08,1874,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1875_01,1875,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1875_03,1875,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1875_04,1875,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1875_05,1875,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1876_07,1876,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1877_05,1877,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1877_07,1877,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1877_08,1877,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1878_01,1878,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1878_02,1878,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1267,"Legros, Alphonse",500013515,1878_06,1878,French,and,British,"etcher,","painter,",and,"sculptor,",1837-1911,
#1079,"Whistler, James McNeill",500012432,1869_02,1869,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1871_01,1871,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1871_02,1871,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1871_04,1871,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1871_05,1871,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1871_06,1871,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1871_08,1871,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1871_09,1871,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1872_02,1872,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1872_03,1872,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1872_04,1872,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1873_01,1873,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1873_02,1873,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1873_03,1873,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1873_04,1873,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1873_05,1873,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1874_01,1874,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1874_03,1874,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1874_05,1874,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1874_06,1874,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1874_07,1874,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1875_01,1875,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1875_03,1875,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1875_04,1875,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1875_05,1875,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1876_03,1876,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1876_05,1876,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1876_11,1876,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1877_08,1877,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1878_01,1878,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1878_02,1878,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1878_06,1878,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1878_17,1878,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1878_18,1878,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#1079,"Whistler, James McNeill",500012432,1878_19,1878,American,"painter,","printmaker,","1834-1903,",active,in,England,and,France
#5917,Millais,,1871_02,1871,,,,,,,,,
#5917,Millais,,1871_04,1871,,,,,,,,,
#5917,Millais,,1872_01,1872,,,,,,,,,
#5917,Millais,,1872_02,1872,,,,,,,,,
#5917,Millais,,1878_06,1878,,,,,,,,,
#5917,Millais,,1878_07,1878,,,,,,,,,
#5917,Millais,,1878_10,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1871_01,1871,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1871_02,1871,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1871_04,1871,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1871_05,1871,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1871_06,1871,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1871_08,1871,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1871_09,1871,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1872_01,1872,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1872_02,1872,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1872_03,1872,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1872_04,1872,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1873_01,1873,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1873_02,1873,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1873_03,1873,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1873_04,1873,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1873_05,1873,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1874_01,1874,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1874_02,1874,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1874_04,1874,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1874_05,1874,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1874_07,1874,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1874_08,1874,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_01,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_02,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_03,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_04,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_06,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_07,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_08,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_09,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_10,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_11,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_12,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_13,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_15,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_16,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_17,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1875_18,1875,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_01,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_02,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_03,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_04,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_05,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_06,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_07,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_08,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_09,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_10,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_11,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_12,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_13,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_14,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_15,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_16,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1876_17,1876,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1877_01,1877,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1877_02,1877,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1877_03,1877,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1877_04,1877,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1877_05,1877,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1877_07,1877,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1877_09,1877,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_02,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_03,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_04,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_05,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_06,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_08,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_09,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_10,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_11,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_12,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_13,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_15,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_16,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_17,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_18,1878,,,,,,,,,
#10543,"Scholderer, Luise Philippine Conradine",,1878_19,1878,,,,,,,,,
#7427,"Ingres, Jean-Auguste-Dominique",500028037,1871_04,1871,French,painter,and,"draftsman,",1780-1867,,,,
#7427,"Ingres, Jean-Auguste-Dominique",500028037,1874_04,1874,French,painter,and,"draftsman,",1780-1867,,,,
#7427,"Ingres, Jean-Auguste-Dominique",500028037,1874_05,1874,French,painter,and,"draftsman,",1780-1867,,,,
#7427,"Ingres, Jean-Auguste-Dominique",500028037,1875_02,1875,French,painter,and,"draftsman,",1780-1867,,,,
#7427,"Ingres, Jean-Auguste-Dominique",500028037,1875_03,1875,French,painter,and,"draftsman,",1780-1867,,,,
#7427,"Ingres, Jean-Auguste-Dominique",500028037,1877_04,1877,French,painter,and,"draftsman,",1780-1867,,,,
#10449,"Maître, Edmond",,1870_04,1870,,,,,,,,,
#10449,"Maître, Edmond",,1871_02,1871,,,,,,,,,
#10449,"Maître, Edmond",,1871_04,1871,,,,,,,,,
#10449,"Maître, Edmond",,1871_06,1871,,,,,,,,,
#10449,"Maître, Edmond",,1871_09,1871,,,,,,,,,
#10449,"Maître, Edmond",,1873_02,1873,,,,,,,,,
#10449,"Maître, Edmond",,1873_03,1873,,,,,,,,,
#10449,"Maître, Edmond",,1874_01,1874,,,,,,,,,
#10449,"Maître, Edmond",,1874_02,1874,,,,,,,,,
